geolocation_zip_code_prefix,geolocation_city,geolocation_state,geolocation_lat,geolocation_lng,geolocation_customer_id,geolocation_seller_id,,,,
1308,sao paulo,SP,-23.55518251,-46.65226234,2e96fa6d55b9732013caed9866e2552d,#N/A,,,,
1306,sao paulo,SP,-23.5543338,-46.64967364,8b6bdea286edd9e9c17e7aa7b83bba33,#N/A,,,,
1301,sao paulo,SP,-23.5508128,-46.65525803,56e48a07ed300dcb0e37986fde979433,#N/A,,,,
1302,sao paulo,SP,-23.54765096,-46.64357748,a28fc82d5947b4c781e56085385d7600,#N/A,,,,
1312,sao paulo,SP,-23.55364601,-46.64827785,713ac4139fc3aab8b2e00bd5644295fc,#N/A,,,,
1319,sao paulo,SP,-23.55156261,-46.64021297,360bddb0078f97dbd1e8938d56e1bcde,18a349e75d307f4b4cc646a691ed4216,,,,
1316,sao paulo,SP,-23.55298158,-46.63977389,21b9f862d8113b3b25bb49910352483c,#N/A,,,,
1317,sao paulo,SP,-23.56281095,-46.64538049,f98b1cd40f447698ca15964728343a7c,#N/A,,,,
1313,sao paulo,SP,-23.55651329,-46.6502532,5077e24e3da9e7c78a12dcc24bd7fc42,#N/A,,,,
1324,sao paulo,SP,-23.55135945,-46.64339075,e49b50780a322146eecff0b0b3603454,#N/A,,,,
1327,sao paulo,SP,-23.5652193,-46.64515173,982b5a55e0c254aad4e8a083ed3e2072,#N/A,,,,
1304,sao paulo,SP,-23.55217945,-46.652992,4492aedc05bb37e4e724c2aeaf21e079,#N/A,,,,
1332,sao paulo,SP,-23.5598746,-46.65312716,58a3dd1d3e66c3d3331eb095a93876a5,#N/A,,,,
1326,sao paulo,SP,-23.55890829,-46.64517208,770e1923ad55d1a35e2c184986e917d2,#N/A,,,,
1315,sao paulo,SP,-23.55259299,-46.64068339,ddf7eddfa863931d992313aa1b1ccf79,#N/A,,,,
1325,sao paulo,SP,-23.56040415,-46.6440907,12c49eaf0f0176c573586eaa52d234f7,#N/A,,,,
1329,sao paulo,SP,-23.56314574,-46.6466188,f34f65770fa4ed98ee4adfe53eead50a,#N/A,,,,
1330,sao paulo,SP,-23.55681762,-46.64986084,9be83b1a15980ed71eadb4dff917fa29,#N/A,,,,
1311,sao paulo,SP,-23.56056636,-46.65761043,fdf3a5bebc490cbd7a8512395e6cb12e,74bafed391319577bce6f4d2acc0589a,,,,
1305,sao paulo,SP,-23.55608305,-46.65802268,e28848a09b5a8507b3f864b74c9a7d22,#N/A,,,,
1320,sao paulo,SP,-23.55733794,-46.63877749,6637874c14404b65a5c59c8ab576c86d,7d7866a99a8656a42c7ff6352a433410,,,,
1328,sao paulo,SP,-23.55542941,-46.64533779,4b98719a17e513d97fe6d782d6e93f25,#N/A,,,,
1307,sao bernardo do campo,SP,-23.5568116,-46.65713483,#N/A,#N/A,,,,
1402,sao paulo,SP,-23.58406691,-46.66998067,e6b233097521bf30700128ee0c424a5f,#N/A,,,,
1421,sao paulo,SP,-23.56233151,-46.66120425,f408514ea6598d6b04a3ff8f2a2ae7aa,e627629ba868740e287800f1a9be81c2,,,,
1403,sao paulo,SP,-23.57034736,-46.653151,ad0cff75dce98e304964d36a660ca06d,e3e290b38963293022cdcd6db8328103,,,,
1409,sao paulo,SP,-23.56136643,-46.65759387,08ff6024ff72930a211cbbfc6f8c51a9,#N/A,,,,
1411,sao paulo,SP,-23.56854685,-46.66483314,36b9f7098dcb4280c45ae8f617645db6,c8e135e7b21ecbc36c1153a29d2f5a06,,,,
1452,sao paulo,SP,-23.56883153,-46.69199439,33ac5a0d983f8f8905499a9f926086f5,3ef37b7ca6dd2b80bd8af81a62504996,,,,
1423,sao paulo,SP,-23.5689182,-46.65699514,97b5f2f6aafce8ce852721e5458caa49,#N/A,,,,
1417,sao paulo,SP,-23.48850963,-46.71460628,c34beddc345e97b15bb556100207a176,7f02656561b680def9986c0795a8a080,,,,
1408,sao paulo,SP,-23.56943871,-46.66342129,99b81369c2f7870fee6166d01c7a5e02,5721089ba9214e80074f27d5a03fc0eb,,,,
1455,sao paulo,SP,-23.5806907,-46.68751888,079da973ecd0fb654da4ffdb946c9ea1,#N/A,,,,
1401,sao paulo,SP,-23.56974757,-46.65100357,8070cecab3f3dbd764a549623cfa6243,#N/A,,,,
1410,sao paulo,SP,-23.55859574,-46.65657076,e3f80f0f73a4b146a20671cbb8291ee6,#N/A,,,,
1453,sao paulo,SP,-23.58343566,-46.6864627,9b07642438e9eacf96571117388677ed,#N/A,,,,
1415,sao paulo,SP,-23.55184004,-46.6545531,a32e9c8f717ff0098cb8f36ac6ba6362,#N/A,,,,
1416,sao paulo,SP,-23.55951039,-46.6670639,25b1a4dce6e22c03b3f25ea737690e7f,#N/A,,,,
1445,sao paulo,SP,-23.56834638,-46.68910543,93d53c5c83afb68e1063d463efcd99e0,#N/A,,,,
1424,sao paulo,SP,-23.56816236,-46.66117893,075ad0fda24dab7269482d16b193c87d,#N/A,,,,
1422,sao paulo,SP,-23.55978442,-46.66607926,29595f742e9d97c97b688cbae3d8f175,#N/A,,,,
1419,sao paulo,SP,-23.557768,-46.66267335,45b25874ff6ec2e66c207386ac05c802,#N/A,,,,
1414,sao paulo,SP,-23.56362277,-46.66760382,43120eb3c2526e5eba344d7b8514c7a0,#N/A,,,,
1420,sao paulo,SP,-23.56851814,-46.65191533,be5c0855b03da1ef3585c3c0b29cd389,1c83418358f249c9d6affa52d579db0e,,,,
1451,sao paulo,SP,-23.58348907,-46.68508055,f63cb8460e0b173006fa7e7bf9cc71be,#N/A,,,,
1446,sao paulo,SP,-23.57569278,-46.67656976,#N/A,#N/A,,,,
1406,sao paulo,SP,-23.56582007,-46.65801074,21f5fa238d74db2e4dfc38d2e6d4bf94,#N/A,,,,
1454,sao paulo,SP,-23.58214887,-46.68638063,e69d6b0170d42884fd9c5623edd97b0a,#N/A,,,,
1426,sao paulo,SP,-23.56259715,-46.66968808,eec4a44316a2c73ef67187fad035a884,#N/A,,,,
1413,sao paulo,SP,-23.55863183,-46.66070143,fb31ae52945c45377e1ba9644b7f78e5,#N/A,,,,
1433,sao paulo,SP,-23.58188489,-46.6684868,3a03bf7cb204cf7573e6e88b6ff92c1e,#N/A,,,,
1427,sao paulo,SP,-23.57351512,-46.66112293,19e73590fcf381227b1cd26efb6fffca,#N/A,,,,
1405,sao paulo,SP,-23.56696412,-46.65698271,9a6f678fd57a40dc5010a7651ef0b916,#N/A,,,,
1435,sao paulo,SP,-23.57968191,-46.66963177,150737a479a6aa90c2ff14a585542a70,#N/A,,,,
1449,sao paulo,SP,-23.5762922,-46.6814231,dca00fb1b6171b7131da91f9df6592ac,#N/A,,,,
1425,sao paulo,SP,-23.57233035,-46.66082328,d269e75ade2fbc369f8225b85b1ef069,698624c6632eeba1774924dbea24c700,,,,
1430,sao paulo,SP,-23.88162935,-46.6438188,a48acf545fc196fe1a22e67ba443504e,#N/A,,,,
1404,sao paulo,SP,-23.56994327,-46.6570937,9a3aaf9447f2fbd34372e69398b2ede3,#N/A,,,,
1442,sao paulo,SP,-23.56370227,-46.67529086,2a612257efe760db38fa27d6e45f9d6f,#N/A,,,,
1407,sao paulo,SP,-23.5784801,-46.67516751,11f4c7384d8debfbb64acf9c9a44bc95,#N/A,,,,
1418,sao paulo,SP,-23.56312174,-46.65656671,72cb2f7e00c6b47c25afdd7ea20ea3f2,#N/A,,,,
1472,sao paulo,SP,-23.57054369,-46.69129668,#N/A,#N/A,,,,
1443,sao paulo,SP,-23.56750865,-46.68471806,d47db9098abd035789999ed3185fb607,#N/A,,,,
1428,sao paulo,SP,-23.57646147,-46.65933149,#N/A,#N/A,,,,
1434,sao paulo,SP,-23.57791701,-46.6694526,3c59cb3e5e8348b4f5303307f6c6048a,#N/A,,,,
1457,sao paulo,SP,-23.5788355,-46.6909282,73f958ad1ba68bf3c7f01cae085ed153,#N/A,,,,
1412,sao paulo,SP,-23.56442334,-46.66684085,fb545b1c12acfe1a72c0e57c087f9029,#N/A,,,,
1448,sao paulo,SP,-23.5774167,-46.67817482,02af9983dee3e98a57adc7b02f17de3a,#N/A,,,,
1456,sao paulo,SP,-23.57850416,-46.6901183,978fa5a467a746e14b62c2cbab1a261a,#N/A,,,,
1432,sao paulo,SP,-23.57442069,-46.66422199,6f0417a5db860fa53ef4542989cc35f0,#N/A,,,,
